Health Plan Provider ID|Network Code|First Name|Last Name|Business Name|NPI|Tax ID|Provider Type|Provider Assigned Members|Full or Part Time|In Person After Hours|Supervising Specialist|Supervising NPI|Specialization Certificate|Health Plan Address ID|Address Type|Clinic Name|Address 1|Address 2|Address 3|City|State Abbreviation|Zip Code|County Name|Phone Number|Fax Number|Email|Latitude|Longitude|Location Assigned Members|Taxonomy Code|Specialty Code|Primary Specialty|Board Certified|Board Eligible|Is PCP|Accepting New Patients|Accepting New Referrals|Network Tier ID|Provider Group Name|Outpatient Appointment Availability|In Directory|Contract Effective Date|Contract Termination Date
PRV200389|NW001|Timothy|While||1445822789||PHYSICIAN|87|FT|TRUE||||ADDR200389|PHYSICAL||11122 S Meridith Cv|||San Diego|CA|92127|SAN DIEGO|858-555-0389|858-777-0389|timothy.while@example.com|||87|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200322|NW001|Ruby|Sienicki||1444995849||PHYSICIAN|80|FT|TRUE||||ADDR200322|PHYSICAL||8743 SE Bare Pike|||San Diego|CA|92103|SAN DIEGO|858-555-0322|858-777-0322|ruby.sienicki@example.com|||80|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200088|NW001|Terry|Drapeau||1447722135||PHYSICIAN|119|FT|TRUE||||ADDR200088|PHYSICAL||9063 E Campbell Cyn|Suite 188||San Marcos|CA|92078|SAN DIEGO|858-555-0088|858-777-0088|terry.drapeau@example.com|||119|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200027|NW001|Melissa|Bralley||1440860253||PHYSICIAN|11|FT|TRUE||||ADDR200027|PHYSICAL||5097 W Fleur Hill Pkwy|||El Cajon|CA|92020|SAN DIEGO|619-555-0027|619-777-0027|melissa.bralley@example.com|||11|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200333|NW001|Thomas|Starry||1440762473||PHYSICIAN|63|FT|TRUE||||ADDR200333|PHYSICAL||1720 Buchanan Rd|||El Cajon|CA|92020|SAN DIEGO|619-555-0333|619-777-0333|thomas.starry@example.com|||63|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200260|NW001|Johnny|Northington||1445527804||PHYSICIAN|21|FT|TRUE||||ADDR200260|PHYSICAL||5831 Birch Pointe Pike|Suite 360||Lakeside|CA|92040|SAN DIEGO|858-555-0260|858-777-0260|johnny.northington@example.com|||21|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200222|NW001|Bruce|Lietzow||1440330201||PHYSICIAN|30|FT|TRUE||||ADDR200222|PHYSICAL||5906 E Fir Pointe Rd|||San Diego|CA|92104|SAN DIEGO|619-555-0222|619-777-0222|bruce.lietzow@example.com|||30|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200093|NW001|Glenn|Edmerson||1445298756||PHYSICIAN|138|FT|TRUE||||ADDR200093|PHYSICAL||4795 SW Hawthorn Hill Ln|||San Diego|CA|92105|SAN DIEGO|619-555-0093|619-777-0093|glenn.edmerson@example.com|||138|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200266|NW001|Frances|Overbaugh||1442836957||PHYSICIAN|43|FT|TRUE||||ADDR200266|PHYSICAL||12479 N Summerville Pike|||Carlsbad|CA|92011|SAN DIEGO|858-555-0266|858-777-0266|frances.overbaugh@example.com|||43|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200096|NW001|Brian|Elmes||1449198125||PHYSICIAN|143|FT|TRUE||||ADDR200096|PHYSICAL||3927 E Louisville Vly|Suite 196||La Mesa|CA|91941|SAN DIEGO|619-555-0096|619-777-0096|brian.elmes@example.com|||143|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200326|NW001|Amanda|Sluter||1441016338||PHYSICIAN|80|FT|TRUE||||ADDR200326|PHYSICAL||7313 SE Locust Crest Pass|||Camp Pendleton|CA|92055|SAN DIEGO|858-555-0326|858-777-0326|amanda.sluter@example.com|||80|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200206|NW001|Linda|Krammer||1442995651||PHYSICIAN|58|FT|TRUE||||ADDR200206|PHYSICAL||399 S Bluebell Pkwy|||Santee|CA|92071|SAN DIEGO|858-555-0206|858-777-0206|linda.krammer@example.com|||58|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200299|NW001|Harold|Rathert||1445882293||PHYSICIAN|64|FT|TRUE||||ADDR200299|PHYSICAL||3283 SE 139th Cyn|||San Diego|CA|92109|SAN DIEGO|858-555-0299|858-777-0299|harold.rathert@example.com|||64|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200167|NW001|Madison|Higgason||1449872170||PHYSICIAN|15|FT|TRUE||||ADDR200167|PHYSICAL||10252 NE Keyton Blvd|||San Diego|CA|92110|SAN DIEGO|858-555-0167|858-777-0167|madison.higgason@example.com|||15|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200074|NW001|Dale|Dager||1448087255||PHYSICIAN|49|FT|TRUE||||ADDR200074|PHYSICAL||3483 162nd Pass|||Vista|CA|92081|SAN DIEGO|858-555-0074|858-777-0074|dale.dager@example.com|||49|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200317|NW001|Theresa|Shelhorse||1442922000||PHYSICIAN|75|FT|TRUE||||ADDR200317|PHYSICAL||1173 S Vermont Park|||Fallbrook|CA|92028|SAN DIEGO|858-555-0317|858-777-0317|theresa.shelhorse@example.com|||75|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200390|NW001|Cody|Whitehill||1449011761||PHYSICIAN|58|FT|TRUE||||ADDR200390|PHYSICAL||597 S Lavender Cv|||Solana Beach|CA|92075|SAN DIEGO|619-555-0390|619-777-0390|cody.whitehill@example.com|||58|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200337|NW001|Alyssa|Stowe||1441214939||PHYSICIAN|60|FT|TRUE||||ADDR200337|PHYSICAL||365 W Aster Ln|||Carlsbad|CA|92010|SAN DIEGO|858-555-0337|858-777-0337|alyssa.stowe@example.com|||60|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200195|NW001|Edna|Kittelberger||1440102282||PHYSICIAN|40|FT|TRUE||||ADDR200195|PHYSICAL||8776 W Bareilles Pass|||Encinitas|CA|92024|SAN DIEGO|619-555-0195|619-777-0195|edna.kittelberger@example.com|||40|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200050|NW001|William|Canfield||1442437214||PHYSICIAN|84|FT|TRUE||||ADDR200050|PHYSICAL||821 N Alabama Ave|||Tecate|CA|91980|SAN DIEGO|858-555-0050|858-777-0050|william.canfield@example.com|||84|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200140|NW001|Alice|Goist||1445490954||PHYSICIAN|40|FT|TRUE||||ADDR200140|PHYSICAL||3457 N 159th Pass|Suite 240||San Diego|CA|92128|SAN DIEGO|858-555-0140|858-777-0140|alice.goist@example.com|||40|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200106|NW001|Helen|Fenison||1441523520||PHYSICIAN|18|FT|TRUE||||ADDR200106|PHYSICAL||10999 NE Mainville Ln|||Solana Beach|CA|92075|SAN DIEGO|858-555-0106|858-777-0106|helen.fenison@example.com|||18|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200225|NW001|Anne|Lomeli||1443877995||PHYSICIAN|124|FT|TRUE||||ADDR200225|PHYSICAL||8589 NW Applin Cv|||National City|CA|91950|SAN DIEGO|619-555-0225|619-777-0225|anne.lomeli@example.com|||124|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200327|NW001|Lisa|Sluter||1441642495||PHYSICIAN|42|FT|TRUE||||ADDR200327|PHYSICAL||9930 NW Heidtke Cir|||La Mesa|CA|91942|SAN DIEGO|619-555-0327|619-777-0327|lisa.sluter@example.com|||42|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200071|NW001|Phyllis|Crumpler||1442245416||PHYSICIAN|118|FT|TRUE||||ADDR200071|PHYSICAL||11724 N Woodcox St|||San Diego|CA|92124|SAN DIEGO|858-555-0071|858-777-0071|phyllis.crumpler@example.com|||118|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200210|NW001|Vanessa|Kropfelder||1440349362||PHYSICIAN|37|FT|TRUE||||ADDR200210|PHYSICAL||11140 S Merrifield Br|||La Mesa|CA|91942|SAN DIEGO|619-555-0210|619-777-0210|vanessa.kropfelder@example.com|||37|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200103|NW001|Frederick|Feldkamp||1449191647||PHYSICIAN|27|FT|TRUE||||ADDR200103|PHYSICAL||8763 Bareford Blvd|||Carlsbad|CA|92008|SAN DIEGO|858-555-0103|858-777-0103|frederick.feldkamp@example.com|||27|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200112|NW001|Isaac|Freemon||1447028931||PHYSICIAN|16|FT|TRUE||||ADDR200112|PHYSICAL||9285 Dobbins Vly|Suite 212||Carlsbad|CA|92009|SAN DIEGO|858-555-0112|858-777-0112|isaac.freemon@example.com|||16|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200058|NW001|Brenda|Clesca||1445821669||PHYSICIAN|9|FT|TRUE||||ADDR200058|PHYSICAL||5831 Birch Pointe Pike|||Potrero|CA|91963|SAN DIEGO|858-555-0058|858-777-0058|brenda.clesca@example.com|||9|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200066|NW001|Jeremy|Courtenay||1442483764||PHYSICIAN|7|FT|TRUE||||ADDR200066|PHYSICAL||10226 NW Kershaw Cyn|||Imperial Beach|CA|91932|SAN DIEGO|619-555-0066|619-777-0066|jeremy.courtenay@example.com|||7|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200230|NW001|Kevin|Lorton||1446874226||PHYSICIAN|27|FT|TRUE||||ADDR200230|PHYSICAL||2940 NW 101st Dr|||Coronado|CA|92118|SAN DIEGO|858-555-0230|858-777-0230|kevin.lorton@example.com|||27|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200068|NW001|Theresa|Courtenay||1442131729||PHYSICIAN|48|FT|TRUE||||ADDR200068|PHYSICAL||797 W Wisteria Pike|Suite 168||Julian|CA|92036|SAN DIEGO|858-555-0068|858-777-0068|theresa.courtenay@example.com|||48|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200289|NW001|Erin|Prude||1444856530||PHYSICIAN|91|FT|TRUE||||ADDR200289|PHYSICAL||1561 E Cheyenne Ct|||Camp Pendleton|CA|92055|SAN DIEGO|858-555-0289|858-777-0289|erin.prude@example.com|||91|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200048|NW001|Phillip|Canfield||1440375998||PHYSICIAN|87|FT|TRUE||||ADDR200048|PHYSICAL||4735 S Dogwood Hill Pass|Suite 148||Oceanside|CA|92056|SAN DIEGO|619-555-0048|619-777-0048|phillip.canfield@example.com|||87|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200021|NW001|Billy|Beran||1446988389||PHYSICIAN|27|FT|TRUE||||ADDR200021|PHYSICAL||10401 N Laird Br|||Vista|CA|92084|SAN DIEGO|619-555-0021|619-777-0021|billy.beran@example.com|||27|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200114|NW001|Jose|Freyman||1442559076||PHYSICIAN|83|FT|TRUE||||ADDR200114|PHYSICAL||848 N Arkansas Ln|||San Diego|CA|92135|SAN DIEGO|619-555-0114|619-777-0114|jose.freyman@example.com|||83|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200152|NW001|Evan|Hansch||1444991912||PHYSICIAN|61|FT|TRUE||||ADDR200152|PHYSICAL||1762 NW Grant Cyn|Suite 252||San Diego|CA|92114|SAN DIEGO|858-555-0152|858-777-0152|evan.hansch@example.com|||61|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200031|NW001|David|Bridgewater||1443329341||PHYSICIAN|109|FT|TRUE||||ADDR200031|PHYSICAL||7014 NE Redwood Forest Pass|||Chula Vista|CA|91914|SAN DIEGO|858-555-0031|858-777-0031|david.bridgewater@example.com|||109|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200089|NW001|Alex|Dykema||1447191896||PHYSICIAN|67|FT|TRUE||||ADDR200089|PHYSICAL||1556 SE Madison Blvd|||Oceanside|CA|92056|SAN DIEGO|858-555-0089|858-777-0089|alex.dykema@example.com|||67|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200049|NW001|Sean|Canfield||1447452044||PHYSICIAN|8|FT|TRUE||||ADDR200049|PHYSICAL||40 E Apple Park|||San Diego|CA|92116|SAN DIEGO|858-555-0049|858-777-0049|sean.canfield@example.com|||8|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200188|NW001|Melvin|Judson||1446418980||PHYSICIAN|112|FT|TRUE||||ADDR200188|PHYSICAL||5239 S Magnolia Hill Ave|Suite 288||La Jolla|CA|92037|SAN DIEGO|858-555-0188|858-777-0188|melvin.judson@example.com|||112|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200116|NW001|Jonathan|Furgason||1440432432||PHYSICIAN|149|FT|TRUE||||ADDR200116|PHYSICAL||9506 NE Emfield Cyn|Suite 216||San Diego|CA|92117|SAN DIEGO|858-555-0116|858-777-0116|jonathan.furgason@example.com|||149|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200157|NW001|Virginia|Helmes||1449324164||PHYSICIAN|140|FT|TRUE||||ADDR200157|PHYSICAL||10317 SE Kilburn Dr|||Spring Valley|CA|91978|SAN DIEGO|858-555-0157|858-777-0157|virginia.helmes@example.com|||140|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200229|NW001|Brianna|Lorenson||1444208451||PHYSICIAN|112|FT|TRUE||||ADDR200229|PHYSICAL||2017 N Bush Cv|||San Diego|CA|92130|SAN DIEGO|858-555-0229|858-777-0229|brianna.lorenson@example.com|||112|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200362|NW001|Michael|Urich||1442565778||PHYSICIAN|59|FT|TRUE||||ADDR200362|PHYSICAL||1038 S Missouri Ct|||San Diego|CA|92123|SAN DIEGO|858-555-0362|858-777-0362|michael.urich@example.com|||59|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200357|NW001|Eric|Tyer||1444770233||PHYSICIAN|3|FT|TRUE||||ADDR200357|PHYSICAL||6885 S Dogwood Forest Br|||San Marcos|CA|92069|SAN DIEGO|619-555-0357|619-777-0357|eric.tyer@example.com|||3|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200209|NW001|Karen|Kreines||1449083500||PHYSICIAN|136|FT|TRUE||||ADDR200209|PHYSICAL||1106 SE Oklahoma Ct|||Oceanside|CA|92058|SAN DIEGO|858-555-0209|858-777-0209|karen.kreines@example.com|||136|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200134|NW001|Russell|Giacchino||1445310347||PHYSICIAN|100|FT|TRUE||||ADDR200134|PHYSICAL||4101 SE Stockton Rd|||Pine Valley|CA|91962|SAN DIEGO|858-555-0134|858-777-0134|russell.giacchino@example.com|||100|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200184|NW001|Philip|Izaguirre||1449564249||PHYSICIAN|18|FT|TRUE||||ADDR200184|PHYSICAL||8342 S Angel Br|Suite 284||San Ysidro|CA|92173|SAN DIEGO|858-555-0184|858-777-0184|philip.izaguirre@example.com|||18|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200236|NW001|Kelly|Lunghofer||1441215936||PHYSICIAN|114|FT|TRUE||||ADDR200236|PHYSICAL||7610 SE Hawthorn Spring Vly|Suite 336||Potrero|CA|91963|SAN DIEGO|858-555-0236|858-777-0236|kelly.lunghofer@example.com|||114|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200231|NW001|Maria|Loura||1445645933||PHYSICIAN|40|FT|TRUE||||ADDR200231|PHYSICAL||275 W Redwood Pike|||La Jolla|CA|92037|SAN DIEGO|619-555-0231|619-777-0231|maria.loura@example.com|||40|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200075|NW001|Kayla|Dager||1444156691||PHYSICIAN|99|FT|TRUE||||ADDR200075|PHYSICAL||6181 Buckthorn Ridge Ln|||Oceanside|CA|92057|SAN DIEGO|619-555-0075|619-777-0075|kayla.dager@example.com|||99|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200129|NW001|Erin|Gariepy||1446444635||PHYSICIAN|52|FT|TRUE||||ADDR200129|PHYSICAL||8157 NW Allsbrook Ct|||San Diego|CA|92155|SAN DIEGO|619-555-0129|619-777-0129|erin.gariepy@example.com|||52|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200376|NW001|Barbara|Wack||1446290159||PHYSICIAN|13|FT|TRUE||||ADDR200376|PHYSICAL||11 N Willow Blvd|Suite 476||Oceanside|CA|92058|SAN DIEGO|858-555-0376|858-777-0376|barbara.wack@example.com|||13|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200121|NW001|Kathy|Gaeddert||1443077045||PHYSICIAN|140|FT|TRUE||||ADDR200121|PHYSICAL||5749 SW Oak Pointe Vly|||El Cajon|CA|92020|SAN DIEGO|858-555-0121|858-777-0121|kathy.gaeddert@example.com|||140|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200281|NW001|Phyllis|Pfendler||1449276846||PHYSICIAN|77|FT|TRUE||||ADDR200281|PHYSICAL||2207 S 20th Cir|||Pine Valley|CA|91962|SAN DIEGO|858-555-0281|858-777-0281|phyllis.pfendler@example.com|||77|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200179|NW001|David|Hunkin||1442041245||PHYSICIAN|52|FT|TRUE||||ADDR200179|PHYSICAL||10904 Magdalena Cyn|||Jamul|CA|91935|SAN DIEGO|858-555-0179|858-777-0179|david.hunkin@example.com|||52|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200325|NW001|Sara|Sleighter||1440112389||PHYSICIAN|39|FT|TRUE||||ADDR200325|PHYSICAL||3770 SW 193rd Vly|||Coronado|CA|92118|SAN DIEGO|858-555-0325|858-777-0325|sara.sleighter@example.com|||39|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200166|NW001|Lillian|Higgason||1442460449||PHYSICIAN|133|FT|TRUE||||ADDR200166|PHYSICAL||3633 NW 178th Pkwy|||San Diego|CA|92113|SAN DIEGO|858-555-0166|858-777-0166|lillian.higgason@example.com|||133|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200169|NW001|Elaine|Highshaw||1441995465||PHYSICIAN|109|FT|TRUE||||ADDR200169|PHYSICAL||11456 E Wrighton St|||Ranchita|CA|92066|SAN DIEGO|858-555-0169|858-777-0169|elaine.highshaw@example.com|||109|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200295|NW001|Sheila|Raby||1443641575||PHYSICIAN|141|FT|TRUE||||ADDR200295|PHYSICAL||10634 London Cyn|||Chula Vista|CA|91913|SAN DIEGO|858-555-0295|858-777-0295|sheila.raby@example.com|||141|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200293|NW001|Tina|Quails||1447067886||PHYSICIAN|143|FT|TRUE||||ADDR200293|PHYSICAL||7778 W Abaja Dr|||Cardiff By The Sea|CA|92007|SAN DIEGO|858-555-0293|858-777-0293|tina.quails@example.com|||143|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200046|NW001|Zachary|Camel||1440264917||PHYSICIAN|80|FT|TRUE||||ADDR200046|PHYSICAL||410 W Briar Ln|||San Diego|CA|92155|SAN DIEGO|858-555-0046|858-777-0046|zachary.camel@example.com|||80|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200334|NW001|Heather|Steakley||1441357364||PHYSICIAN|61|FT|TRUE||||ADDR200334|PHYSICAL||5140 S Heather Hill Br|||San Diego|CA|92139|SAN DIEGO|858-555-0334|858-777-0334|heather.steakley@example.com|||61|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200009|NW001|Jane|Bacarella||1442888637||PHYSICIAN|142|FT|TRUE||||ADDR200009|PHYSICAL||879 NE Connecticut Cv|||San Diego|CA|92106|SAN DIEGO|619-555-0009|619-777-0009|jane.bacarella@example.com|||142|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200276|NW001|Elizabeth|Peachay||1446237695||PHYSICIAN|71|FT|TRUE||||ADDR200276|PHYSICAL||8202 NW Amber Ave|Suite 376||San Diego|CA|92139|SAN DIEGO|619-555-0276|619-777-0276|elizabeth.peachay@example.com|||71|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200342|NW001|Harry|Tables||1448618168||PHYSICIAN|21|FT|TRUE||||ADDR200342|PHYSICAL||4598 Willow Hill Park|||San Diego|CA|92124|SAN DIEGO|619-555-0342|619-777-0342|harry.tables@example.com|||21|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200242|NW001|Kimberly|Maymi||1447473525||PHYSICIAN|72|FT|TRUE||||ADDR200242|PHYSICAL||1282 E Dover Cyn|||Chula Vista|CA|91915|SAN DIEGO|858-555-0242|858-777-0242|kimberly.maymi@example.com|||72|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200355|NW001|Marvin|Trinklein||1443360606||PHYSICIAN|66|FT|TRUE||||ADDR200355|PHYSICAL||11449 NE Wrightington Ln|||Carlsbad|CA|92010|SAN DIEGO|858-555-0355|858-777-0355|marvin.trinklein@example.com|||66|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200120|NW001|Kathryn|Gaebler||1446495299||PHYSICIAN|27|FT|TRUE||||ADDR200120|PHYSICAL||10323 W Kilbury Vly|Suite 220||Solana Beach|CA|92075|SAN DIEGO|619-555-0120|619-777-0120|kathryn.gaebler@example.com|||27|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200258|NW001|Nathan|Norem||1442619275||PHYSICIAN|104|FT|TRUE||||ADDR200258|PHYSICAL||11745 W Woode Cir|||San Diego|CA|92114|SAN DIEGO|619-555-0258|619-777-0258|nathan.norem@example.com|||104|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200366|NW001|Alexis|Vanisouvong||1442801365||PHYSICIAN|82|FT|TRUE||||ADDR200366|PHYSICAL||6131 W Ash Ridge Pike|||El Cajon|CA|92021|SAN DIEGO|619-555-0366|619-777-0366|alexis.vanisouvong@example.com|||82|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200020|NW001|Frances|Beachell||1448451545||PHYSICIAN|84|FT|TRUE||||ADDR200020|PHYSICAL||8635 SE Barbosa Rd|Suite 120||San Diego|CA|92109|SAN DIEGO|858-555-0020|858-777-0020|frances.beachell@example.com|||84|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200347|NW001|Isaac|Teravainen||1445606463||PHYSICIAN|143|FT|TRUE||||ADDR200347|PHYSICAL||10429 S Lamp Pike|||Vista|CA|92081|SAN DIEGO|858-555-0347|858-777-0347|isaac.teravainen@example.com|||143|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
